lat,lon,geometry
-87.64061065791103,41.66118220092816,POINT (-87.64061065791103 41.66118220092816)
-87.60733249962075,41.66118220092816,POINT (-87.60733249962075 41.66118220092816)
-87.59069342047562,41.66118220092816,POINT (-87.59069342047562 41.66118220092816)
-87.57405434133048,41.66118220092816,POINT (-87.57405434133048 41.66118220092816)
-87.55741526218534,41.66118220092816,POINT (-87.55741526218534 41.66118220092816)
-87.54077618304021,41.66118220092816,POINT (-87.54077618304021 41.66118220092816)
-87.6738888162013,41.67782128007329,POINT (-87.6738888162013 41.67782128007329)
-87.65724973705616,41.67782128007329,POINT (-87.65724973705616 41.67782128007329)
-87.64061065791103,41.67782128007329,POINT (-87.64061065791103 41.67782128007329)
-87.62397157876589,41.67782128007329,POINT (-87.62397157876589 41.67782128007329)
-87.60733249962075,41.67782128007329,POINT (-87.60733249962075 41.67782128007329)
-87.59069342047562,41.67782128007329,POINT (-87.59069342047562 41.67782128007329)
-87.57405434133048,41.67782128007329,POINT (-87.57405434133048 41.67782128007329)
-87.55741526218534,41.67782128007329,POINT (-87.55741526218534 41.67782128007329)
-87.54077618304021,41.67782128007329,POINT (-87.54077618304021 41.67782128007329)
-87.70716697449157,41.69446035921842,POINT (-87.70716697449157 41.69446035921842)
-87.69052789534643,41.69446035921842,POINT (-87.69052789534643 41.69446035921842)
-87.6738888162013,41.69446035921842,POINT (-87.6738888162013 41.69446035921842)
-87.65724973705616,41.69446035921842,POINT (-87.65724973705616 41.69446035921842)
-87.64061065791103,41.69446035921842,POINT (-87.64061065791103 41.69446035921842)
-87.62397157876589,41.69446035921842,POINT (-87.62397157876589 41.69446035921842)
-87.60733249962075,41.69446035921842,POINT (-87.60733249962075 41.69446035921842)
-87.59069342047562,41.69446035921842,POINT (-87.59069342047562 41.69446035921842)
-87.57405434133048,41.69446035921842,POINT (-87.57405434133048 41.69446035921842)
-87.55741526218534,41.69446035921842,POINT (-87.55741526218534 41.69446035921842)
-87.54077618304021,41.69446035921842,POINT (-87.54077618304021 41.69446035921842)
-87.69052789534643,41.71109943836355,POINT (-87.69052789534643 41.71109943836355)
-87.6738888162013,41.71109943836355,POINT (-87.6738888162013 41.71109943836355)
-87.65724973705616,41.71109943836355,POINT (-87.65724973705616 41.71109943836355)
-87.64061065791103,41.71109943836355,POINT (-87.64061065791103 41.71109943836355)
-87.62397157876589,41.71109943836355,POINT (-87.62397157876589 41.71109943836355)
-87.60733249962075,41.71109943836355,POINT (-87.60733249962075 41.71109943836355)
-87.59069342047562,41.71109943836355,POINT (-87.59069342047562 41.71109943836355)
-87.57405434133048,41.71109943836355,POINT (-87.57405434133048 41.71109943836355)
-87.55741526218534,41.71109943836355,POINT (-87.55741526218534 41.71109943836355)
-87.54077618304021,41.71109943836355,POINT (-87.54077618304021 41.71109943836355)
-87.6738888162013,41.727738517508676,POINT (-87.6738888162013 41.727738517508676)
-87.65724973705616,41.727738517508676,POINT (-87.65724973705616 41.727738517508676)
-87.64061065791103,41.727738517508676,POINT (-87.64061065791103 41.727738517508676)
-87.62397157876589,41.727738517508676,POINT (-87.62397157876589 41.727738517508676)
-87.60733249962075,41.727738517508676,POINT (-87.60733249962075 41.727738517508676)
-87.59069342047562,41.727738517508676,POINT (-87.59069342047562 41.727738517508676)
-87.57405434133048,41.727738517508676,POINT (-87.57405434133048 41.727738517508676)
-87.55741526218534,41.727738517508676,POINT (-87.55741526218534 41.727738517508676)
-87.54077618304021,41.727738517508676,POINT (-87.54077618304021 41.727738517508676)
-87.74044513278184,41.744377596653806,POINT (-87.74044513278184 41.744377596653806)
-87.72380605363671,41.744377596653806,POINT (-87.72380605363671 41.744377596653806)
-87.70716697449157,41.744377596653806,POINT (-87.70716697449157 41.744377596653806)
-87.69052789534643,41.744377596653806,POINT (-87.69052789534643 41.744377596653806)
-87.6738888162013,41.744377596653806,POINT (-87.6738888162013 41.744377596653806)
-87.65724973705616,41.744377596653806,POINT (-87.65724973705616 41.744377596653806)
-87.64061065791103,41.744377596653806,POINT (-87.64061065791103 41.744377596653806)
-87.62397157876589,41.744377596653806,POINT (-87.62397157876589 41.744377596653806)
-87.60733249962075,41.744377596653806,POINT (-87.60733249962075 41.744377596653806)
-87.59069342047562,41.744377596653806,POINT (-87.59069342047562 41.744377596653806)
-87.57405434133048,41.744377596653806,POINT (-87.57405434133048 41.744377596653806)
-87.55741526218534,41.744377596653806,POINT (-87.55741526218534 41.744377596653806)
-87.54077618304021,41.744377596653806,POINT (-87.54077618304021 41.744377596653806)
-87.74044513278184,41.761016675798935,POINT (-87.74044513278184 41.761016675798935)
-87.72380605363671,41.761016675798935,POINT (-87.72380605363671 41.761016675798935)
-87.70716697449157,41.761016675798935,POINT (-87.70716697449157 41.761016675798935)
-87.69052789534643,41.761016675798935,POINT (-87.69052789534643 41.761016675798935)
-87.6738888162013,41.761016675798935,POINT (-87.6738888162013 41.761016675798935)
-87.65724973705616,41.761016675798935,POINT (-87.65724973705616 41.761016675798935)
-87.64061065791103,41.761016675798935,POINT (-87.64061065791103 41.761016675798935)
-87.62397157876589,41.761016675798935,POINT (-87.62397157876589 41.761016675798935)
-87.60733249962075,41.761016675798935,POINT (-87.60733249962075 41.761016675798935)
-87.59069342047562,41.761016675798935,POINT (-87.59069342047562 41.761016675798935)
-87.57405434133048,41.761016675798935,POINT (-87.57405434133048 41.761016675798935)
-87.55741526218534,41.761016675798935,POINT (-87.55741526218534 41.761016675798935)
-87.79036237021725,41.777655754944064,POINT (-87.79036237021725 41.777655754944064)
-87.77372329107212,41.777655754944064,POINT (-87.77372329107212 41.777655754944064)
-87.75708421192698,41.777655754944064,POINT (-87.75708421192698 41.777655754944064)
-87.74044513278184,41.777655754944064,POINT (-87.74044513278184 41.777655754944064)
-87.72380605363671,41.777655754944064,POINT (-87.72380605363671 41.777655754944064)
-87.70716697449157,41.777655754944064,POINT (-87.70716697449157 41.777655754944064)
-87.69052789534643,41.777655754944064,POINT (-87.69052789534643 41.777655754944064)
-87.6738888162013,41.777655754944064,POINT (-87.6738888162013 41.777655754944064)
-87.65724973705616,41.777655754944064,POINT (-87.65724973705616 41.777655754944064)
-87.64061065791103,41.777655754944064,POINT (-87.64061065791103 41.777655754944064)
-87.62397157876589,41.777655754944064,POINT (-87.62397157876589 41.777655754944064)
-87.60733249962075,41.777655754944064,POINT (-87.60733249962075 41.777655754944064)
-87.59069342047562,41.777655754944064,POINT (-87.59069342047562 41.777655754944064)
-87.79036237021725,41.79429483408919,POINT (-87.79036237021725 41.79429483408919)
-87.77372329107212,41.79429483408919,POINT (-87.77372329107212 41.79429483408919)
-87.75708421192698,41.79429483408919,POINT (-87.75708421192698 41.79429483408919)
-87.74044513278184,41.79429483408919,POINT (-87.74044513278184 41.79429483408919)
-87.72380605363671,41.79429483408919,POINT (-87.72380605363671 41.79429483408919)
-87.70716697449157,41.79429483408919,POINT (-87.70716697449157 41.79429483408919)
-87.69052789534643,41.79429483408919,POINT (-87.69052789534643 41.79429483408919)
-87.6738888162013,41.79429483408919,POINT (-87.6738888162013 41.79429483408919)
-87.65724973705616,41.79429483408919,POINT (-87.65724973705616 41.79429483408919)
-87.64061065791103,41.79429483408919,POINT (-87.64061065791103 41.79429483408919)
-87.62397157876589,41.79429483408919,POINT (-87.62397157876589 41.79429483408919)
-87.60733249962075,41.79429483408919,POINT (-87.60733249962075 41.79429483408919)
-87.59069342047562,41.79429483408919,POINT (-87.59069342047562 41.79429483408919)
-87.74044513278184,41.81093391323432,POINT (-87.74044513278184 41.81093391323432)
-87.72380605363671,41.81093391323432,POINT (-87.72380605363671 41.81093391323432)
-87.70716697449157,41.81093391323432,POINT (-87.70716697449157 41.81093391323432)
-87.69052789534643,41.81093391323432,POINT (-87.69052789534643 41.81093391323432)
-87.6738888162013,41.81093391323432,POINT (-87.6738888162013 41.81093391323432)
-87.65724973705616,41.81093391323432,POINT (-87.65724973705616 41.81093391323432)
-87.64061065791103,41.81093391323432,POINT (-87.64061065791103 41.81093391323432)
-87.62397157876589,41.81093391323432,POINT (-87.62397157876589 41.81093391323432)
-87.60733249962075,41.81093391323432,POINT (-87.60733249962075 41.81093391323432)
-87.59069342047562,41.81093391323432,POINT (-87.59069342047562 41.81093391323432)
-87.72380605363671,41.82757299237945,POINT (-87.72380605363671 41.82757299237945)
-87.70716697449157,41.82757299237945,POINT (-87.70716697449157 41.82757299237945)
-87.69052789534643,41.82757299237945,POINT (-87.69052789534643 41.82757299237945)
-87.6738888162013,41.82757299237945,POINT (-87.6738888162013 41.82757299237945)
-87.65724973705616,41.82757299237945,POINT (-87.65724973705616 41.82757299237945)
-87.64061065791103,41.82757299237945,POINT (-87.64061065791103 41.82757299237945)
-87.62397157876589,41.82757299237945,POINT (-87.62397157876589 41.82757299237945)
-87.60733249962075,41.82757299237945,POINT (-87.60733249962075 41.82757299237945)
-87.72380605363671,41.84421207152458,POINT (-87.72380605363671 41.84421207152458)
-87.70716697449157,41.84421207152458,POINT (-87.70716697449157 41.84421207152458)
-87.69052789534643,41.84421207152458,POINT (-87.69052789534643 41.84421207152458)
-87.6738888162013,41.84421207152458,POINT (-87.6738888162013 41.84421207152458)
-87.65724973705616,41.84421207152458,POINT (-87.65724973705616 41.84421207152458)
-87.64061065791103,41.84421207152458,POINT (-87.64061065791103 41.84421207152458)
-87.62397157876589,41.84421207152458,POINT (-87.62397157876589 41.84421207152458)
-87.72380605363671,41.86085115066971,POINT (-87.72380605363671 41.86085115066971)
-87.70716697449157,41.86085115066971,POINT (-87.70716697449157 41.86085115066971)
-87.69052789534643,41.86085115066971,POINT (-87.69052789534643 41.86085115066971)
-87.6738888162013,41.86085115066971,POINT (-87.6738888162013 41.86085115066971)
-87.65724973705616,41.86085115066971,POINT (-87.65724973705616 41.86085115066971)
-87.64061065791103,41.86085115066971,POINT (-87.64061065791103 41.86085115066971)
-87.62397157876589,41.86085115066971,POINT (-87.62397157876589 41.86085115066971)
-87.60733249962075,41.86085115066971,POINT (-87.60733249962075 41.86085115066971)
-87.77372329107212,41.87749022981484,POINT (-87.77372329107212 41.87749022981484)
-87.75708421192698,41.87749022981484,POINT (-87.75708421192698 41.87749022981484)
-87.74044513278184,41.87749022981484,POINT (-87.74044513278184 41.87749022981484)
-87.72380605363671,41.87749022981484,POINT (-87.72380605363671 41.87749022981484)
-87.70716697449157,41.87749022981484,POINT (-87.70716697449157 41.87749022981484)
-87.69052789534643,41.87749022981484,POINT (-87.69052789534643 41.87749022981484)
-87.6738888162013,41.87749022981484,POINT (-87.6738888162013 41.87749022981484)
-87.65724973705616,41.87749022981484,POINT (-87.65724973705616 41.87749022981484)
-87.64061065791103,41.87749022981484,POINT (-87.64061065791103 41.87749022981484)
-87.62397157876589,41.87749022981484,POINT (-87.62397157876589 41.87749022981484)
-87.77372329107212,41.89412930895997,POINT (-87.77372329107212 41.89412930895997)
-87.75708421192698,41.89412930895997,POINT (-87.75708421192698 41.89412930895997)
-87.74044513278184,41.89412930895997,POINT (-87.74044513278184 41.89412930895997)
-87.72380605363671,41.89412930895997,POINT (-87.72380605363671 41.89412930895997)
-87.70716697449157,41.89412930895997,POINT (-87.70716697449157 41.89412930895997)
-87.69052789534643,41.89412930895997,POINT (-87.69052789534643 41.89412930895997)
-87.6738888162013,41.89412930895997,POINT (-87.6738888162013 41.89412930895997)
-87.65724973705616,41.89412930895997,POINT (-87.65724973705616 41.89412930895997)
-87.64061065791103,41.89412930895997,POINT (-87.64061065791103 41.89412930895997)
-87.62397157876589,41.89412930895997,POINT (-87.62397157876589 41.89412930895997)
-87.60733249962075,41.89412930895997,POINT (-87.60733249962075 41.89412930895997)
-87.79036237021725,41.9107683881051,POINT (-87.79036237021725 41.9107683881051)
-87.77372329107212,41.9107683881051,POINT (-87.77372329107212 41.9107683881051)
-87.75708421192698,41.9107683881051,POINT (-87.75708421192698 41.9107683881051)
-87.74044513278184,41.9107683881051,POINT (-87.74044513278184 41.9107683881051)
-87.72380605363671,41.9107683881051,POINT (-87.72380605363671 41.9107683881051)
-87.70716697449157,41.9107683881051,POINT (-87.70716697449157 41.9107683881051)
-87.69052789534643,41.9107683881051,POINT (-87.69052789534643 41.9107683881051)
-87.6738888162013,41.9107683881051,POINT (-87.6738888162013 41.9107683881051)
-87.65724973705616,41.9107683881051,POINT (-87.65724973705616 41.9107683881051)
-87.64061065791103,41.9107683881051,POINT (-87.64061065791103 41.9107683881051)
-87.79036237021725,41.92740746725023,POINT (-87.79036237021725 41.92740746725023)
-87.77372329107212,41.92740746725023,POINT (-87.77372329107212 41.92740746725023)
-87.75708421192698,41.92740746725023,POINT (-87.75708421192698 41.92740746725023)
-87.74044513278184,41.92740746725023,POINT (-87.74044513278184 41.92740746725023)
-87.72380605363671,41.92740746725023,POINT (-87.72380605363671 41.92740746725023)
-87.70716697449157,41.92740746725023,POINT (-87.70716697449157 41.92740746725023)
-87.69052789534643,41.92740746725023,POINT (-87.69052789534643 41.92740746725023)
-87.6738888162013,41.92740746725023,POINT (-87.6738888162013 41.92740746725023)
-87.65724973705616,41.92740746725023,POINT (-87.65724973705616 41.92740746725023)
-87.64061065791103,41.92740746725023,POINT (-87.64061065791103 41.92740746725023)
-87.84027960765266,41.944046546395356,POINT (-87.84027960765266 41.944046546395356)
-87.82364052850753,41.944046546395356,POINT (-87.82364052850753 41.944046546395356)
-87.80700144936239,41.944046546395356,POINT (-87.80700144936239 41.944046546395356)
-87.79036237021725,41.944046546395356,POINT (-87.79036237021725 41.944046546395356)
-87.77372329107212,41.944046546395356,POINT (-87.77372329107212 41.944046546395356)
-87.75708421192698,41.944046546395356,POINT (-87.75708421192698 41.944046546395356)
-87.74044513278184,41.944046546395356,POINT (-87.74044513278184 41.944046546395356)
-87.72380605363671,41.944046546395356,POINT (-87.72380605363671 41.944046546395356)
-87.70716697449157,41.944046546395356,POINT (-87.70716697449157 41.944046546395356)
-87.69052789534643,41.944046546395356,POINT (-87.69052789534643 41.944046546395356)
-87.6738888162013,41.944046546395356,POINT (-87.6738888162013 41.944046546395356)
-87.65724973705616,41.944046546395356,POINT (-87.65724973705616 41.944046546395356)
-87.64061065791103,41.944046546395356,POINT (-87.64061065791103 41.944046546395356)
-87.92347500337834,41.960685625540485,POINT (-87.92347500337834 41.960685625540485)
-87.9068359242332,41.960685625540485,POINT (-87.9068359242332 41.960685625540485)
-87.89019684508807,41.960685625540485,POINT (-87.89019684508807 41.960685625540485)
-87.84027960765266,41.960685625540485,POINT (-87.84027960765266 41.960685625540485)
-87.77372329107212,41.960685625540485,POINT (-87.77372329107212 41.960685625540485)
-87.75708421192698,41.960685625540485,POINT (-87.75708421192698 41.960685625540485)
-87.74044513278184,41.960685625540485,POINT (-87.74044513278184 41.960685625540485)
-87.72380605363671,41.960685625540485,POINT (-87.72380605363671 41.960685625540485)
-87.70716697449157,41.960685625540485,POINT (-87.70716697449157 41.960685625540485)
-87.69052789534643,41.960685625540485,POINT (-87.69052789534643 41.960685625540485)
-87.6738888162013,41.960685625540485,POINT (-87.6738888162013 41.960685625540485)
-87.65724973705616,41.960685625540485,POINT (-87.65724973705616 41.960685625540485)
-87.64061065791103,41.960685625540485,POINT (-87.64061065791103 41.960685625540485)
-87.92347500337834,41.977324704685614,POINT (-87.92347500337834 41.977324704685614)
-87.9068359242332,41.977324704685614,POINT (-87.9068359242332 41.977324704685614)
-87.89019684508807,41.977324704685614,POINT (-87.89019684508807 41.977324704685614)
-87.8569186867978,41.977324704685614,POINT (-87.8569186867978 41.977324704685614)
-87.84027960765266,41.977324704685614,POINT (-87.84027960765266 41.977324704685614)
-87.82364052850753,41.977324704685614,POINT (-87.82364052850753 41.977324704685614)
-87.80700144936239,41.977324704685614,POINT (-87.80700144936239 41.977324704685614)
-87.79036237021725,41.977324704685614,POINT (-87.79036237021725 41.977324704685614)
-87.77372329107212,41.977324704685614,POINT (-87.77372329107212 41.977324704685614)
-87.75708421192698,41.977324704685614,POINT (-87.75708421192698 41.977324704685614)
-87.74044513278184,41.977324704685614,POINT (-87.74044513278184 41.977324704685614)
-87.72380605363671,41.977324704685614,POINT (-87.72380605363671 41.977324704685614)
-87.70716697449157,41.977324704685614,POINT (-87.70716697449157 41.977324704685614)
-87.69052789534643,41.977324704685614,POINT (-87.69052789534643 41.977324704685614)
-87.6738888162013,41.977324704685614,POINT (-87.6738888162013 41.977324704685614)
-87.65724973705616,41.977324704685614,POINT (-87.65724973705616 41.977324704685614)
-87.92347500337834,41.99396378383074,POINT (-87.92347500337834 41.99396378383074)
-87.9068359242332,41.99396378383074,POINT (-87.9068359242332 41.99396378383074)
-87.89019684508807,41.99396378383074,POINT (-87.89019684508807 41.99396378383074)
-87.80700144936239,41.99396378383074,POINT (-87.80700144936239 41.99396378383074)
-87.79036237021725,41.99396378383074,POINT (-87.79036237021725 41.99396378383074)
-87.77372329107212,41.99396378383074,POINT (-87.77372329107212 41.99396378383074)
-87.75708421192698,41.99396378383074,POINT (-87.75708421192698 41.99396378383074)
-87.74044513278184,41.99396378383074,POINT (-87.74044513278184 41.99396378383074)
-87.72380605363671,41.99396378383074,POINT (-87.72380605363671 41.99396378383074)
-87.70716697449157,41.99396378383074,POINT (-87.70716697449157 41.99396378383074)
-87.69052789534643,41.99396378383074,POINT (-87.69052789534643 41.99396378383074)
-87.6738888162013,41.99396378383074,POINT (-87.6738888162013 41.99396378383074)
-87.65724973705616,41.99396378383074,POINT (-87.65724973705616 41.99396378383074)
-87.80700144936239,42.01060286297587,POINT (-87.80700144936239 42.01060286297587)
-87.77372329107212,42.01060286297587,POINT (-87.77372329107212 42.01060286297587)
-87.70716697449157,42.01060286297587,POINT (-87.70716697449157 42.01060286297587)
-87.69052789534643,42.01060286297587,POINT (-87.69052789534643 42.01060286297587)
-87.6738888162013,42.01060286297587,POINT (-87.6738888162013 42.01060286297587)
